zipcode,near_ATTRAC,near_museum,near_Performing_arts
2987,2.2,4.7,3.4
2988,5.6,6.2,3.9
2989,7.6,5.4,1.9
2991,3.1,6.7,1.5
2992,1.8,6.4,1.7
2993,3.2,7.0,4.2
2994,2.8,5.7,3.9
2995,5.9,7.8,4.1
3011,2.0,0.6,0.5
3012,1.2,0.6,0.2
3013,0.5,1.2,0.6
3014,0.6,0.9,0.6
3015,1.3,0.4,0.7
3016,2.3,0.3,1.1
3021,1.1,0.9,1.1
3022,1.3,1.5,1.9
3023,1.8,0.9,1.7
3024,2.6,0.7,2.2
3025,2.7,1.3,2.4
3026,2.3,1.4,2.4
3027,2.3,2.2,2.5
3028,3.1,1.9,1.4
3029,3.5,1.8,3.1
3031,2.1,1.3,1.0
3032,1.7,1.5,0.8
3033,1.3,1.8,0.4
3034,2.7,1.9,1.7
3035,2.1,1.4,1.2
3036,2.6,0.9,1.5
3037,2.3,1.1,1.1
3038,1.8,1.7,0.9
3039,1.2,2.2,1.0
3041,0.9,2.8,2.8
3042,1.6,3.9,3.3
3043,2.5,4.0,3.6
3044,2.9,2.7,2.1
3045,3.2,3.0,3.3
3046,5.6,6.1,6.2
3047,5.6,5.5,5.2
3051,2.1,0.7,2.2
3052,1.5,1.8,3.2
3053,1.3,2.7,4.1
3054,1.0,2.5,4.2
3055,1.6,3.0,4.7
3056,0.9,3.4,4.7
3059,5.7,10.4,7.3
3061,3.1,1.5,1.6
3062,3.9,1.0,2.6
3063,4.2,1.0,2.4
3064,5.9,3.3,3.8
3065,3.9,3.4,3.2
3066,2.5,4.1,3.4
3067,1.3,4.9,3.7
3068,2.2,6.7,5.1
3069,2.8,7.2,5.7
3071,4.1,1.7,1.4
3072,4.3,1.7,0.9
3073,4.6,2.0,1.3
3074,4.3,1.6,2.1
3075,3.9,1.9,1.4
3076,3.2,3.0,0.8
3077,2.1,3.3,2.5
3078,1.5,2.3,0.9
3079,1.5,2.8,1.4
3081,3.9,2.6,0.8
3082,2.7,3.4,1.8
3083,3.1,3.1,0.8
3084,1.8,4.5,2.6
3085,3.0,3.9,2.2
3086,1.5,5.0,2.7
3087,3.5,3.6,2.2
3088,0.6,5.7,3.9
3089,4.5,8.6,6.8
3111,4.6,0.5,0.5
3112,3.7,1.2,0.7
3113,4.3,0.9,0.8
3114,4.8,1.6,1.8
3115,3.2,2.1,2.3
3116,4.0,1.2,1.4
3117,3.5,1.0,1.2
3118,3.9,1.3,1.5
3119,4.5,1.2,0.8
3121,5.4,2.9,3.2
3122,4.8,3.0,3.2
3123,5.9,4.2,4.4
3124,6.2,4.3,4.1
3125,4.4,3.2,2.7
3131,1.1,1.0,0.9
3132,2.6,2.5,2.5
3133,0.8,0.8,0.8
3134,0.9,0.9,0.6
3135,2.1,2.0,1.6
3136,3.6,3.3,3.1
3137,4.7,4.4,4.2
3138,3.6,3.4,3.1
3141,4.5,0.9,2.7
3142,3.7,1.5,1.9
3143,4.4,0.5,2.4
3144,3.1,1.6,1.1
3145,1.6,2.9,0.9
3146,0.7,3.9,1.9
3147,1.9,3.0,1.2
3151,5.2,1.9,7.7
3155,5.0,3.2,4.1
3161,3.3,8.6,6.7
3162,3.6,6.7,4.5
3165,-99997.0,-99997.0,-99997.0
3171,5.1,10.4,6.4
3172,5.2,10.5,7.1
3176,4.7,10.0,6.3
3181,7.5,4.0,5.5
3191,5.2,11.1,4.2
3192,5.5,12.0,4.5
3193,4.6,10.2,3.7
3194,5.2,10.3,4.2
3195,6.7,9.3,8.7
3196,-99997.0,-99997.0,-99997.0
3197,-99997.0,-99997.0,-99997.0
3198,-99997.0,-99997.0,-99997.0
3199,-99997.0,-99997.0,-99997.0
3201,2.2,13.4,1.1
3202,1.5,13.1,1.7
3203,3.3,14.4,2.0
3204,2.7,14.8,2.3
3205,4.3,15.2,2.8
3206,3.7,15.8,3.4
3207,5.1,15.6,3.2
3208,2.7,15.0,3.4
3209,5.0,16.5,3.9
3211,4.4,9.3,6.1
3212,5.0,13.6,5.9
3214,7.4,11.1,8.3
3216,7.2,9.2,9.0
3218,5.0,7.7,7.7
3221,11.8,1.4,1.2
3222,10.7,2.2,2.0
3223,9.6,3.4,3.1
3224,11.4,2.1,2.3
3225,10.3,3.3,3.3
3227,10.5,5.6,5.7
3231,5.0,0.7,10.6
3232,4.8,1.5,9.5
3233,9.8,5.8,12.2
3234,7.2,3.2,9.2
3235,12.4,8.5,9.0
3237,4.7,3.5,7.7
3238,2.4,5.3,10.3
3241,6.6,1.5,25.5
3243,8.6,7.6,28.1
3244,1.9,5.8,22.8
3245,5.7,0.8,24.4
3247,5.5,4.9,21.0
3248,9.4,8.2,17.6
3249,4.6,9.3,25.5
3251,14.5,12.3,12.0
3252,18.0,15.0,14.7
3253,21.5,18.9,18.7
3255,6.3,9.6,22.3
3256,11.5,14.3,27.4
3257,16.3,18.1,28.8
3258,11.8,11.5,28.2
3261,1.3,4.6,13.4
3262,2.3,6.3,15.1
3263,2.6,6.6,15.4
3264,7.5,10.4,20.2
3265,10.6,7.5,23.3
3267,12.8,7.4,25.5
3271,6.6,4.8,10.9
3273,7.2,6.0,12.0
3274,4.9,1.3,8.9
3281,11.6,11.5,19.6
3284,11.4,5.9,22.3
3286,7.4,9.0,15.0
3291,16.1,13.4,17.6
3292,20.5,16.8,18.6
3293,17.0,11.3,12.7
3295,15.3,9.6,10.9
3297,11.1,7.5,13.0
3299,11.4,8.3,14.0
3311,9.2,0.5,0.9
3312,8.8,1.6,1.3
3313,6.0,3.3,2.7
3314,10.5,1.3,2.6
3315,10.1,4.5,3.8
3316,12.1,5.8,7.3
3317,11.2,2.7,4.1
3318,10.5,3.4,4.4
3319,9.2,3.7,3.4
3328,11.7,4.6,5.6
3329,10.7,5.3,5.1
3331,11.4,1.3,3.8
3332,11.5,1.1,3.2
3333,11.7,2.5,5.0
3334,10.6,4.1,5.3
3335,10.2,3.8,4.6
3336,10.5,5.0,6.6
3341,8.9,3.9,0.9
3342,9.1,4.5,1.0
3343,9.7,3.3,1.4
3344,10.6,2.3,2.1
3351,6.9,6.3,0.8
3352,6.0,5.7,1.6
3353,6.1,5.5,1.0
3354,5.6,5.0,1.5
3355,5.1,4.9,1.9
3356,3.8,3.5,3.1
3361,2.6,1.7,7.5
3362,2.7,2.4,8.4
3363,2.2,1.1,6.2
3364,1.4,2.2,7.0
3366,2.9,4.6,7.2
3371,5.6,1.9,10.6
3372,9.5,4.9,7.7
3373,5.9,1.0,10.6
3381,11.0,4.7,7.9
3401,1.7,1.3,1.1
3402,1.7,1.3,1.6
3403,2.7,2.1,1.6
3404,1.5,1.8,1.4
3405,6.0,5.3,5.1
3411,11.0,7.4,11.2
3412,4.7,5.2,5.0
3413,9.5,10.0,9.7
3415,14.0,5.7,12.2
3417,6.2,7.9,8.7
3421,9.2,0.9,9.8
3425,7.7,1.9,9.2
3431,4.0,1.8,1.5
3432,4.6,2.0,2.0
3433,4.3,0.4,3.8
3434,3.5,1.3,3.1
3435,2.9,1.0,1.4
3436,3.4,2.2,2.0
3437,5.3,3.9,3.7
3438,5.6,3.6,3.3
3439,5.9,3.8,3.3
3441,3.1,0.4,0.4
3442,3.6,1.0,1.0
3443,4.1,1.3,1.6
3444,4.0,2.5,2.5
3445,2.7,1.7,1.6
3446,1.2,2.7,2.5
3447,1.9,1.6,1.5
3448,4.1,2.5,2.6
3449,4.3,1.9,2.0
3451,4.5,3.7,3.8
3452,5.3,5.1,3.3
3453,5.7,6.5,3.1
3454,4.2,6.6,1.8
3455,6.2,1.5,6.2
3461,3.1,4.7,4.6
3464,8.8,3.4,7.4
3465,9.6,7.3,8.0
3466,7.4,6.2,6.1
3467,10.9,3.5,9.1
3471,6.2,4.4,4.3
3474,9.0,6.1,6.4
3481,6.4,4.5,6.5
3511,3.5,0.4,0.6
3512,3.6,0.3,0.5
3513,2.2,0.8,0.6
3514,3.1,0.9,0.7
3515,3.0,1.3,0.9
3521,4.0,1.6,0.8
3522,5.0,1.7,1.0
3523,5.5,1.7,0.9
3524,5.7,3.2,2.4
3525,6.4,2.7,1.9
3526,4.8,3.2,2.6
3527,3.8,3.0,2.1
3528,4.8,4.7,4.1
3531,2.2,1.8,1.1
3532,1.9,1.8,1.4
3533,2.4,2.9,1.9
3534,1.1,2.9,2.6
3541,2.1,4.5,2.3
3542,2.0,4.0,5.3
3543,2.0,5.7,2.5
3544,2.4,5.3,1.4
3545,4.5,5.8,3.2
3546,5.9,4.6,4.2
3551,1.2,1.7,1.6
3552,1.7,1.7,1.5
3553,0.9,2.7,2.6
3554,1.4,2.6,2.6
3555,1.7,2.0,3.7
3561,3.5,2.7,2.3
3562,2.9,3.2,2.9
3563,1.2,2.5,3.1
3564,1.6,3.0,3.6
3565,0.5,1.4,4.1
3566,3.5,3.6,3.5
3571,4.1,2.2,1.5
3572,4.3,1.4,0.6
3573,5.4,3.0,1.9
3581,4.4,0.8,0.7
3582,4.9,0.9,1.1
3583,5.3,1.5,1.5
3584,6.6,1.4,2.8
3585,6.1,2.7,2.7
3601,2.6,1.2,8.0
3602,3.2,2.4,7.0
3603,1.7,1.4,7.5
3604,2.1,1.6,6.2
3605,0.8,3.1,7.1
3606,1.2,2.9,5.8
3607,1.6,3.9,7.4
3608,1.7,3.5,6.1
3611,2.1,0.5,5.2
3612,5.2,1.9,9.1
3615,4.7,3.1,8.0
3621,6.5,5.5,12.7
3625,6.5,3.1,11.0
3626,9.4,10.4,15.8
3628,9.9,5.5,10.4
3631,9.1,7.7,14.0
3632,10.6,9.8,13.0
3633,11.4,10.9,11.2
3634,11.8,11.8,12.1
3641,8.0,12.2,11.8
3642,9.1,13.3,12.9
3643,7.2,11.4,11.0
3645,11.6,12.9,14.3
3646,8.8,10.0,11.5
3648,10.2,12.4,13.6
3651,13.3,10.4,10.7
3652,13.3,11.2,11.3
3653,13.5,11.6,11.6
3701,11.5,4.6,0.6
3702,11.7,5.1,0.6
3703,10.5,5.0,1.3
3704,11.3,5.4,2.2
3705,11.6,6.0,1.6
3706,11.1,5.9,2.5
3707,11.3,5.8,1.9
3708,11.0,3.4,0.9
3709,9.7,2.6,1.9
3711,13.3,5.6,6.0
3712,9.2,5.4,4.8
3721,8.9,5.3,5.4
3722,11.1,6.6,7.0
3723,10.7,7.2,7.2
3731,7.4,4.0,3.6
3732,8.1,3.5,4.0
3734,12.4,8.7,6.9
3735,11.4,7.5,4.5
3737,6.2,5.6,4.6
3738,7.4,8.0,8.5
3739,4.7,6.1,6.0
3741,10.3,4.9,1.1
3742,9.4,3.9,1.4
3743,9.6,4.2,1.5
3744,8.9,4.7,3.9
3749,11.2,7.5,6.9
3751,11.8,1.8,8.2
3752,11.9,1.7,8.1
3754,13.8,4.8,6.0
3755,8.2,3.6,3.6
3761,6.7,1.4,2.8
3762,6.4,2.1,1.8
3763,7.4,3.5,2.0
3764,5.4,0.7,2.2
3765,5.2,2.1,1.1
3766,5.9,3.0,0.8
3768,3.9,2.5,1.3
3769,7.4,3.7,5.3
3771,6.9,1.4,1.9
3772,8.7,1.8,1.6
3773,7.8,1.1,2.1
3774,5.4,6.5,7.5
3775,9.8,11.0,14.3
3776,4.1,9.2,10.8
3781,2.5,4.3,6.8
3784,9.1,3.2,7.1
3785,10.1,4.6,9.0
3791,12.3,6.9,6.9
3792,12.7,5.9,6.0
3794,13.7,7.2,7.2
3811,3.3,0.5,0.4
3812,2.5,1.5,1.3
3813,5.0,2.1,1.8
3814,4.3,1.2,0.7
3815,5.4,2.2,1.7
3816,4.7,1.7,1.5
3817,3.5,1.5,1.1
3818,2.4,1.7,2.1
3819,0.5,0.9,1.0
3821,6.8,3.7,3.3
3822,7.0,4.0,3.7
3823,7.2,5.2,4.9
3824,7.0,5.8,5.5
3825,9.2,6.7,6.1
3826,10.1,7.5,6.9
3828,5.4,3.9,3.6
3829,8.9,5.8,5.2
3831,8.3,5.6,4.9
3832,7.4,5.3,4.6
3833,7.5,4.6,4.0
3834,8.4,5.5,4.9
3835,7.9,4.8,4.5
3836,9.7,6.3,6.3
3841,0.9,0.8,1.3
3842,2.0,1.8,1.5
3843,2.9,2.5,2.0
3844,2.8,1.8,1.5
3845,4.7,3.7,3.2
3846,0.9,1.4,2.3
3847,4.2,3.8,3.4
3848,2.6,2.7,2.6
3849,5.0,5.2,5.1
3851,3.8,1.3,5.9
3852,5.7,2.3,6.6
3853,3.1,2.8,6.2
3861,11.3,1.0,11.4
3862,10.7,1.7,11.4
3863,13.2,2.3,10.4
3864,11.9,4.0,8.5
3871,9.6,6.3,6.2
3881,5.1,2.1,10.8
3882,5.1,3.5,11.8
3886,6.8,6.9,16.0
3888,11.5,12.2,14.9
3891,11.2,11.7,12.4
3892,12.3,12.8,13.5
3893,11.9,12.5,13.2
3894,10.0,10.6,11.3
3895,-99997.0,-99997.0,-99997.0
3896,13.4,11.3,16.6
3897,14.2,14.8,16.1
3898,6.8,7.4,8.1
3899,12.6,13.2,13.9
3901,2.4,0.8,0.7
3902,1.4,1.4,1.8
3903,4.5,2.7,2.3
3904,3.9,2.3,1.7
3905,2.2,1.5,1.6
3906,4.0,2.8,2.5
3907,2.5,2.5,2.7
3911,2.5,1.7,6.8
3912,2.8,1.5,7.5
3921,7.7,3.9,6.4
3922,8.8,2.7,7.7
3925,10.1,10.5,10.6
3927,6.3,6.8,7.2
3931,12.0,9.9,9.4
3941,14.7,1.6,7.9
3945,12.8,4.6,4.2
3947,14.4,3.4,5.6
3951,12.4,5.5,10.5
3953,13.5,8.1,11.7
3956,13.2,3.4,8.6
3958,11.1,1.0,8.9
3959,6.7,5.2,5.1
3961,13.6,1.9,1.5
3962,14.1,1.7,1.3
3971,11.7,1.6,3.9
3972,11.0,1.2,4.5
3981,7.0,3.6,4.1
3984,6.6,4.4,4.9
3985,6.9,7.8,6.9
3989,9.2,6.1,8.1
3991,1.8,6.1,2.1
3992,1.5,4.1,1.5
3993,1.5,4.8,1.6
3994,2.6,7.2,2.7
3995,1.5,5.9,1.6
3997,5.9,9.0,5.9
3998,6.8,6.1,5.6
3999,7.5,5.0,6.6
4001,2.8,1.0,0.9
4002,2.5,2.1,1.9
4003,3.1,2.7,2.6
4004,1.4,2.9,3.1
4005,1.5,1.2,1.3
4006,4.6,2.5,2.3
4007,6.4,4.3,4.1
4011,4.7,5.0,5.5
4012,5.7,4.2,5.4
4013,6.2,5.3,5.2
4014,8.0,6.1,6.0
4016,7.8,4.7,7.4
4017,4.8,3.7,3.6
4021,8.3,5.7,8.3
4023,9.9,3.6,3.8
4024,8.5,3.7,10.6
4031,9.0,3.2,9.7
4032,6.6,1.5,9.2
4033,6.8,2.4,9.9
4041,4.3,4.4,9.7
4043,7.7,7.6,8.9
4051,7.0,7.0,11.7
4053,6.5,7.0,9.0
4054,3.7,4.9,6.2
4061,9.4,7.2,7.0
4062,6.7,4.5,4.3
4063,13.7,11.4,11.3
4064,11.7,9.5,9.4
4101,10.5,0.9,1.0
4102,11.2,2.0,2.1
4103,10.1,1.3,1.6
4104,9.0,0.6,2.2
4105,8.7,1.5,1.9
4106,7.8,2.5,3.3
4107,6.6,3.2,4.4
4111,12.7,4.5,1.8
4112,12.9,5.8,0.6
4115,11.6,3.0,3.5
4116,9.7,0.8,6.2
4117,7.9,2.4,7.5
4119,11.8,5.3,3.5
4121,9.3,5.8,6.0
4122,7.0,6.7,8.5
4124,9.7,3.5,8.5
4125,9.4,3.1,8.6
4126,9.1,7.4,12.4
4128,10.6,6.1,10.6
4131,7.5,1.0,7.4
4132,6.6,0.6,6.5
4133,7.0,2.0,6.9
4141,1.5,0.7,12.7
4142,2.5,1.1,11.4
4143,1.9,1.6,12.4
4145,4.5,4.3,10.1
4147,3.6,2.5,13.0
4151,3.6,3.8,12.7
4152,2.0,4.6,12.0
4153,2.5,6.6,10.7
4155,3.8,3.1,13.9
4156,3.9,5.3,12.9
4157,6.0,7.9,13.4
4158,7.9,9.0,13.7
4161,5.1,4.2,10.2
4163,4.0,1.3,10.0
4171,9.8,4.9,12.1
4174,11.2,7.5,13.6
4175,10.9,10.1,11.6
4176,11.9,9.4,9.5
4181,12.0,9.0,9.0
4182,13.9,10.3,11.4
4184,15.5,12.4,12.8
4185,12.6,8.7,10.5
4191,11.1,5.1,10.3
4194,11.3,7.4,12.0
4196,8.6,6.1,9.0
4197,10.5,4.2,8.4
4201,14.9,0.4,0.3
4202,14.2,1.9,1.9
4203,14.4,1.8,1.7
4204,14.5,2.0,1.8
4205,14.0,2.1,0.9
4206,13.5,1.7,1.4
4207,13.6,2.1,1.8
4208,13.1,2.5,3.3
4209,13.3,4.8,4.2
4211,10.2,4.9,4.7
4212,10.4,4.6,4.4
4213,13.6,2.0,2.8
4214,10.9,2.1,5.9
4221,11.7,7.1,5.1
4223,14.0,7.6,5.6
4225,13.4,10.0,9.2
4231,10.3,9.8,10.1
4233,15.2,9.8,15.4
4235,16.2,9.0,16.2
4241,10.6,5.0,3.9
4243,7.0,6.5,8.0
4245,5.6,5.2,11.3
4247,6.8,4.3,7.8
4251,21.3,9.2,9.7
4254,20.1,4.4,8.4
4255,18.2,9.3,10.0
4261,12.7,6.3,11.7
4264,13.3,8.2,13.2
4265,10.1,6.7,9.5
4266,8.2,7.9,7.5
4267,6.8,6.6,6.2
4268,10.0,9.7,9.3
4269,11.7,10.2,11.1
4271,11.6,10.1,10.2
4273,16.0,7.0,7.0
4281,15.1,6.2,14.5
4283,16.2,4.2,14.8
4284,17.4,2.9,13.8
4285,20.1,1.0,11.5
4286,16.4,6.6,10.3
4287,16.2,6.3,13.4
4288,17.0,4.7,13.1
4301,22.2,1.0,1.6
4302,22.7,1.7,2.5
4303,22.7,1.5,1.9
4305,22.2,2.1,5.7
4306,19.2,5.4,5.6
4307,16.8,6.6,8.3
4308,17.6,4.1,9.9
4311,13.2,9.6,12.5
4315,22.0,0.7,7.3
4316,23.3,4.5,9.0
4317,23.0,4.6,5.5
4318,20.3,7.8,10.2
4321,19.0,5.4,6.3
4322,17.5,10.4,12.9
4323,15.0,8.1,13.5
4325,12.7,5.7,15.9
4326,12.9,5.9,13.8
4327,12.7,6.5,11.2
4328,8.1,1.7,17.0
4331,3.4,0.6,0.4
4332,4.5,1.3,0.9
4333,5.1,1.9,1.6
4334,4.4,2.0,1.4
4335,3.7,2.1,1.6
4336,2.1,2.6,2.2
4337,2.2,2.7,2.3
4338,3.5,3.6,3.7
4339,3.5,5.6,5.5
4341,6.0,5.5,5.7
4351,9.8,1.3,6.5
4352,9.8,3.7,6.5
4353,9.6,6.2,6.2
4354,12.0,5.9,9.6
4356,11.5,2.6,10.3
4357,9.2,0.6,12.3
4361,7.5,0.8,14.8
4363,7.2,2.6,10.6
4364,7.6,6.0,5.9
4365,3.8,6.0,8.6
4371,3.8,5.4,4.7
4373,1.9,7.8,7.2
4374,2.5,5.6,9.8
4381,0.6,0.7,0.5
4382,1.1,1.7,1.2
4383,0.9,2.2,1.8
4384,2.7,3.3,2.6
4385,2.1,3.4,3.0
4386,2.5,3.9,3.6
4387,3.2,4.2,3.9
4388,3.0,4.1,3.8
4389,4.3,5.4,5.2
4401,16.0,0.7,13.4
4411,20.3,14.3,0.9
4413,20.5,9.1,5.5
4414,19.8,10.2,9.3
4415,17.9,7.0,8.3
4416,14.8,5.9,11.6
4417,11.1,6.2,11.8
4421,8.6,1.4,6.7
4423,9.9,5.1,10.6
4424,13.1,5.8,9.8
4431,3.4,4.5,6.5
4433,3.1,8.8,10.7
4434,1.2,8.5,10.2
4435,4.1,11.4,13.2
4436,5.1,11.7,13.7
4437,8.5,11.9,17.2
4438,7.4,8.7,14.4
4441,5.9,8.2,12.8
4443,4.2,8.8,9.2
4444,4.1,5.9,6.1
4451,4.0,6.7,8.3
4453,8.4,3.3,12.7
4454,12.5,6.5,17.2
4455,8.5,0.7,12.4
4456,6.4,3.6,10.7
4458,1.1,5.4,5.5
4461,5.4,0.9,1.0
4462,6.0,2.3,2.4
4463,5.5,1.9,1.7
4464,6.9,2.3,2.4
4465,7.8,3.2,3.3
4471,6.4,7.6,7.4
4472,3.1,2.6,2.3
4474,10.1,5.0,5.6
4475,7.6,3.5,3.5
4481,6.8,2.3,2.6
4482,6.5,3.0,4.1
4484,14.0,11.8,11.5
4485,11.6,9.4,9.1
4486,15.0,12.3,12.0
4491,12.8,16.1,16.7
4493,10.6,13.6,17.4
4494,14.9,14.5,14.2
4501,7.5,9.2,28.0
4503,3.7,5.7,29.9
4504,1.0,8.6,32.9
4505,4.9,6.6,31.6
4506,6.0,8.6,36.4
4507,8.3,5.9,24.9
4508,11.5,6.2,23.5
4511,7.8,1.3,27.3
4513,14.3,6.8,20.1
4515,14.7,1.1,18.8
4521,19.7,5.8,14.1
4522,18.1,5.5,15.9
4524,1.4,0.7,36.5
4525,6.4,5.3,36.9
4527,5.5,0.9,33.8
4528,9.6,4.8,29.4
4529,8.5,3.8,35.2
4531,28.9,0.5,0.5
4532,30.1,1.9,2.0
4533,31.8,3.6,3.7
4535,32.2,4.0,4.1
4536,31.3,3.2,3.3
4537,29.9,1.8,1.9
4538,31.3,3.3,3.3
4539,34.4,4.8,6.4
4541,32.8,6.1,7.8
4542,27.8,6.0,5.7
4543,36.8,6.3,8.7
4551,36.1,1.4,14.2
4553,27.1,9.4,9.5
4554,38.2,2.4,14.8
4561,48.3,1.4,20.2
4562,49.7,2.3,21.6
4564,50.1,2.7,22.0
4565,51.5,3.6,23.4
4566,48.8,5.2,20.7
4567,51.9,4.4,23.8
4568,56.7,9.7,28.6
4569,51.6,7.5,23.5
4571,38.7,1.1,10.9
4574,42.8,5.8,15.7
4575,45.5,9.1,18.2
4576,46.6,8.6,19.3
4581,41.5,8.8,13.4
4583,45.5,4.6,17.4
4584,46.6,7.1,18.5
4585,43.2,9.8,15.1
4586,48.3,8.0,20.2
4587,45.9,11.1,17.8
4588,46.8,12.7,18.7
4589,43.5,14.7,15.4
4611,3.8,0.6,0.6
4612,4.4,1.5,1.2
4613,2.4,1.4,1.5
4614,2.4,2.2,2.3
4615,5.0,1.5,1.3
4616,6.2,2.7,2.5
4617,7.0,3.4,3.2
4621,4.2,1.8,1.7
4622,4.4,2.8,2.9
4623,4.6,2.7,2.7
4624,5.2,2.3,2.0
4625,6.4,3.1,2.9
4631,12.3,9.0,1.2
4634,12.4,9.0,2.3
4635,14.4,11.8,4.2
4641,16.2,12.8,3.8
4645,21.5,18.1,9.1
4651,9.0,12.3,12.3
4652,9.8,13.1,13.2
4655,11.9,13.9,15.2
4661,1.6,4.5,4.6
4664,4.3,7.3,7.4
4671,15.8,14.0,14.0
4675,18.3,10.2,21.0
4681,11.3,10.5,14.3
4691,6.7,8.8,9.0
4693,12.1,7.5,14.5
4694,14.8,7.4,17.2
4695,17.1,7.4,19.5
4696,23.6,7.5,25.9
4697,18.4,0.6,20.7
4698,10.5,8.5,12.8
4701,2.9,0.7,0.7
4702,4.0,1.5,1.6
4703,1.8,1.5,2.1
4704,5.1,3.3,3.7
4705,5.3,2.8,3.0
4706,6.0,3.4,3.5
4707,4.4,2.8,2.6
4708,4.2,3.4,3.5
4709,8.2,6.7,6.4
4711,12.7,4.5,6.0
4714,11.0,5.5,6.3
4715,10.1,3.2,7.4
4721,11.6,7.1,9.2
4722,12.7,7.5,10.3
4724,4.1,5.5,6.1
4725,8.6,8.2,7.9
4726,6.4,6.7,6.8
4727,6.9,7.7,7.8
4731,11.4,1.1,1.1
4735,8.2,3.0,4.6
4741,13.9,4.1,4.7
4744,10.3,1.2,4.0
4751,8.6,5.4,5.6
4754,11.3,7.8,7.8
4756,6.4,7.6,8.2
4758,13.6,4.7,4.6
4759,15.9,3.8,8.4
4761,13.9,6.4,11.1
4762,13.5,7.5,10.4
4765,6.3,13.7,14.7
4766,7.0,13.3,13.5
4771,10.1,10.3,11.4
4772,10.3,10.7,11.6
4781,7.4,11.0,15.7
4782,7.7,10.8,15.8
4791,16.8,1.2,11.8
4793,14.7,6.1,9.6
4794,17.2,10.0,13.4
4796,17.6,6.6,13.0
4797,20.9,8.4,16.1
4811,1.2,0.9,0.8
4812,2.0,2.8,2.4
4813,2.9,3.8,3.5
4814,1.1,2.3,2.2
