zipcode,near_ATTRAC,near_museum,near_Performing_arts
4815,1.7,1.9,2.2
4816,2.5,1.7,2.0
4817,1.4,2.3,2.2
4818,2.5,1.7,1.1
4819,2.1,2.2,1.5
4822,4.4,5.9,6.0
4823,4.2,6.5,6.7
4824,2.8,4.5,4.6
4825,1.4,3.6,3.9
4826,1.6,2.8,3.2
4827,2.7,2.8,3.1
4834,3.7,3.2,2.6
4835,3.3,2.7,2.0
4836,4.9,5.9,5.2
4837,3.2,3.0,2.3
4838,5.5,6.0,5.7
4839,4.5,4.8,5.2
4841,5.2,5.6,6.2
4844,4.0,7.2,7.5
4845,6.8,9.5,9.7
4847,3.2,3.1,3.5
4849,3.6,5.8,5.0
4851,6.2,5.6,4.9
4854,5.0,4.9,4.6
4855,5.6,9.4,8.7
4856,7.4,10.1,9.3
4858,8.1,7.5,6.7
4859,8.3,8.2,7.9
4861,12.7,12.8,12.1
4871,9.1,1.7,2.6
4872,9.0,0.7,1.2
4873,8.4,1.9,1.6
4874,11.0,1.3,2.0
4875,10.1,0.4,1.0
4876,9.5,1.6,1.7
4877,11.4,1.7,2.3
4878,10.7,1.0,1.7
4879,10.7,2.3,2.7
4881,7.1,1.1,13.6
4882,6.8,2.2,12.0
4884,10.2,3.9,16.7
4885,13.3,7.0,14.4
4891,2.6,6.0,8.4
4901,8.2,1.0,0.7
4902,7.2,1.2,1.5
4903,6.3,3.7,3.0
4904,6.8,2.0,1.4
4905,7.5,1.6,1.1
4906,7.8,3.1,3.3
4907,9.8,2.3,2.0
4908,10.3,3.0,2.5
4909,9.0,3.3,4.3
4911,7.0,4.5,4.8
4921,8.4,6.3,6.4
4924,9.2,6.1,6.3
4926,1.4,14.2,14.4
4927,4.6,9.7,9.8
4931,13.7,0.9,0.9
4941,12.2,1.7,1.7
4942,12.8,1.9,1.8
4944,9.1,4.6,4.6
5011,8.1,2.2,4.2
5012,7.6,2.6,4.0
5013,5.8,1.5,2.2
5014,5.8,1.3,2.0
5015,5.7,2.6,2.1
5017,4.4,1.6,0.7
5018,4.3,2.2,1.4
5021,3.9,1.9,1.1
5022,3.1,3.0,2.1
5025,5.2,1.9,1.4
5026,5.6,3.1,2.5
5032,7.5,4.0,3.9
5035,12.0,7.5,9.1
5036,11.7,6.8,7.7
5037,6.8,2.3,2.5
5038,5.2,0.8,0.7
5041,6.2,0.7,1.6
5042,7.8,1.8,3.3
5043,11.2,5.1,6.6
5044,9.4,3.3,4.8
5045,11.3,6.8,8.3
5046,6.9,0.6,2.4
5047,10.1,4.1,6.8
5048,8.4,3.8,5.5
5049,8.2,2.6,4.7
5051,5.5,5.3,4.6
5052,6.4,5.6,5.0
5053,4.4,4.4,3.7
5056,8.4,5.9,5.0
5057,9.1,6.2,5.8
5059,8.1,5.9,3.2
5061,10.4,8.0,1.4
5062,11.6,8.7,1.6
5063,10.0,7.9,2.2
5066,9.0,8.2,1.0
5071,9.8,7.7,6.0
5074,12.2,8.8,5.5
5076,14.2,7.9,3.5
5081,4.3,0.9,8.9
5084,4.8,3.6,5.6
5085,7.5,3.8,12.1
5087,7.7,4.2,10.4
5089,9.0,6.7,7.5
5091,13.1,6.7,11.8
5094,13.5,3.6,18.0
5095,16.3,0.8,20.7
5096,16.6,4.1,16.8
5101,9.2,0.9,5.9
5102,8.9,1.8,6.3
5103,7.7,1.9,7.8
5104,8.4,1.0,7.3
5105,8.2,3.1,8.3
5106,5.7,4.0,6.3
5107,10.2,3.3,6.8
5109,5.7,5.3,7.5
5111,19.3,19.1,18.7
5113,16.2,18.6,17.9
5114,25.9,28.3,27.5
5121,8.0,5.9,8.1
5122,8.7,6.4,9.0
5124,6.9,8.9,8.3
5125,10.6,9.0,9.7
5126,11.8,11.0,10.9
5131,15.2,13.5,13.1
5133,8.4,6.7,6.3
5141,1.3,1.0,1.2
5142,2.6,2.6,1.3
5143,2.1,2.4,1.7
5144,1.0,1.5,1.5
5145,4.4,4.0,3.2
5146,1.8,2.4,3.5
5151,6.2,6.1,5.5
5152,5.3,5.2,4.5
5154,7.5,4.8,6.8
5156,-99997.0,-99997.0,-99997.0
5157,-99997.0,-99997.0,-99997.0
5158,-99997.0,-99997.0,-99997.0
5161,2.3,4.3,4.5
5165,6.3,7.5,7.4
5171,1.3,4.5,2.1
5172,1.7,5.7,1.9
5175,4.3,7.1,4.7
5176,4.9,6.7,5.0
5211,4.7,0.6,0.5
5212,3.7,1.3,1.2
5213,4.1,1.6,1.6
5215,4.7,1.6,1.6
5216,5.5,1.5,1.3
5221,5.8,4.4,5.7
5222,5.7,2.7,1.8
5223,6.0,2.3,2.0
5224,6.5,4.0,3.6
5231,2.5,3.0,2.6
5232,2.7,2.9,2.9
5233,1.6,3.8,3.7
5234,1.7,4.2,4.5
5235,0.9,4.8,4.9
5236,2.0,6.3,6.2
5237,2.4,3.6,4.8
5241,4.5,5.8,5.8
5242,5.6,5.3,5.6
5243,5.5,6.5,6.7
5244,6.7,6.7,7.0
5245,3.8,6.8,6.8
5246,5.2,3.1,3.1
5247,4.9,7.4,7.5
5248,7.0,5.3,6.3
5249,7.5,9.0,9.1
5251,9.7,7.4,7.6
5252,10.0,7.9,7.9
5253,9.3,7.9,8.5
5254,9.9,6.3,9.0
5255,-99997.0,-99997.0,-99997.0
5256,9.8,1.5,8.6
5257,-99997.0,-99997.0,-99997.0
5258,9.7,4.0,4.6
5261,8.8,3.6,0.9
5262,10.6,3.1,2.0
5263,9.1,2.4,2.1
5264,7.0,2.3,2.3
5266,11.8,2.4,5.4
5268,14.3,5.6,6.5
5271,10.9,4.9,5.4
5272,10.6,5.7,6.1
5275,9.6,3.6,5.8
5281,14.8,1.2,8.9
5282,15.6,1.2,7.6
5283,14.4,1.8,9.1
5291,14.1,4.8,6.8
5292,13.1,4.5,4.7
5293,13.3,5.5,6.0
5294,14.0,5.2,5.7
5296,14.5,3.2,5.8
5298,11.4,4.5,9.0
5301,7.3,1.2,1.2
5302,6.2,2.0,1.9
5305,12.5,8.9,9.4
5306,10.9,6.9,10.9
5307,14.4,6.5,14.1
5308,10.8,9.2,11.2
5311,8.1,4.0,4.1
5313,10.3,6.1,6.2
5314,4.6,4.2,4.2
5315,4.3,3.7,6.1
5316,6.5,5.0,8.4
5317,7.9,6.1,10.4
5318,7.5,3.9,12.0
5321,1.1,0.9,7.9
5324,3.3,1.1,9.4
5325,5.2,3.0,9.8
5327,9.6,5.5,5.4
5328,8.4,6.6,6.5
5331,6.3,6.8,8.6
5333,6.0,5.9,10.3
5334,4.3,4.8,7.8
5335,8.8,7.7,7.6
5341,4.4,0.8,0.6
5342,2.9,1.3,1.6
5343,3.3,2.7,2.6
5344,4.1,2.5,2.3
5345,5.3,2.2,1.9
5346,5.6,2.0,1.7
5347,5.4,1.9,2.0
5348,4.6,1.3,1.5
5349,4.3,2.8,3.2
5351,6.2,4.1,4.3
5352,11.3,9.3,9.7
5353,13.6,10.8,10.9
5354,12.8,10.7,11.0
5355,10.9,9.1,9.9
5356,10.2,7.6,9.2
5357,11.1,6.6,10.1
5358,10.1,8.3,9.1
5359,11.1,5.1,9.5
5361,8.6,1.1,6.9
5363,9.6,2.2,8.0
5364,10.2,2.5,8.6
5366,10.9,7.6,7.6
5367,8.8,5.1,5.2
5368,10.1,7.3,7.5
5371,9.8,7.9,8.7
5373,10.6,8.8,9.4
5374,7.5,8.6,10.0
5375,10.8,4.8,10.6
5381,6.8,6.4,7.3
5382,8.6,6.7,7.4
5383,6.4,5.8,7.1
5384,1.5,4.6,5.0
5386,6.5,6.3,6.1
5388,4.3,7.1,6.3
5391,8.0,8.6,8.4
5392,8.6,9.3,9.0
5394,7.7,7.5,7.5
5395,8.7,5.2,4.9
5396,10.2,6.7,6.4
5397,11.8,8.8,8.4
5398,10.6,11.2,11.0
5401,4.2,0.9,0.6
5402,4.0,1.8,1.0
5403,4.0,2.7,2.0
5404,4.6,1.4,1.1
5405,2.7,2.6,1.7
5406,4.2,2.7,2.2
5408,1.9,4.3,3.4
5409,3.3,8.0,7.1
5411,5.1,7.2,6.4
5421,10.6,2.1,10.6
5422,10.7,2.6,11.6
5423,8.9,4.4,12.0
5424,10.3,8.1,15.9
5425,10.3,5.0,10.3
5427,5.3,5.6,8.4
5428,7.4,9.1,11.5
5431,12.9,1.3,1.2
5432,14.0,2.5,2.4
5433,14.7,2.9,2.9
5434,11.4,2.8,2.9
5435,12.3,0.9,3.0
5437,12.2,1.2,4.4
5438,11.6,3.3,8.3
5439,15.4,3.8,5.9
5441,12.5,2.5,5.4
5443,8.0,5.4,5.7
5445,4.6,12.5,14.4
5446,2.9,10.1,11.3
5447,7.2,8.8,10.1
5449,4.9,10.7,11.8
5451,7.7,6.5,10.3
5453,8.1,6.9,10.3
5454,5.5,7.5,9.9
5455,5.5,9.9,13.1
5461,1.3,7.1,1.0
5462,2.0,7.9,1.4
5463,2.7,7.6,1.2
5464,3.1,5.2,3.2
5465,6.4,7.9,4.8
5466,5.9,5.5,4.8
5467,2.0,6.2,1.9
5469,7.1,6.3,5.8
5471,6.1,3.9,6.2
5472,6.4,3.6,6.0
5473,5.5,2.4,2.8
5476,3.6,5.3,4.9
5481,10.1,1.3,1.6
5482,8.9,1.8,1.7
5491,10.6,2.3,6.6
5492,10.6,1.7,7.4
5501,2.1,1.9,0.7
5502,2.2,0.8,1.2
5503,1.1,2.0,1.5
5504,1.9,3.8,2.9
5505,2.1,3.5,2.2
5506,2.9,3.0,1.8
5507,4.6,4.1,3.2
5508,3.7,2.6,1.9
5509,3.3,1.5,1.5
5511,6.0,6.7,6.4
5512,10.9,8.7,10.2
5513,8.4,7.5,6.9
5521,10.3,1.1,5.4
5524,6.2,4.6,7.4
5525,11.0,2.8,7.8
5527,13.8,5.2,10.3
5528,11.5,6.6,11.2
5529,13.8,8.5,13.6
5531,16.6,7.6,13.1
5534,16.4,7.0,16.2
5541,19.1,4.4,17.3
5551,7.5,2.7,3.3
5552,7.1,1.1,1.8
5553,8.2,1.3,1.7
5554,8.4,1.0,1.0
5555,8.7,1.2,1.1
5556,14.2,6.4,6.4
5561,7.7,4.5,4.8
5563,10.4,3.3,3.5
5571,13.4,1.6,1.6
5575,17.5,5.6,5.6
5581,3.4,0.8,5.0
5582,5.7,2.6,4.0
5583,6.6,3.4,4.1
5591,8.6,4.5,9.4
5595,12.9,4.7,7.2
5611,5.6,0.6,0.6
5612,4.0,1.4,1.0
5613,6.2,0.8,1.0
5614,6.6,1.2,0.5
5615,5.4,1.1,1.0
5616,5.1,1.5,0.9
5617,4.4,1.9,0.4
5621,3.4,2.3,0.9
5622,2.6,2.7,1.7
5623,2.9,2.7,2.3
5624,1.4,4.1,3.0
5625,2.0,4.3,3.8
5626,2.4,5.6,4.4
5627,1.7,6.2,5.2
5628,1.6,5.2,4.6
5629,2.2,6.1,5.7
5631,4.1,3.3,2.9
5632,3.5,5.2,4.9
5633,4.5,6.0,6.5
5641,4.7,2.9,1.2
5642,5.3,2.0,0.9
5643,6.9,1.8,1.3
5644,6.2,1.4,1.3
5645,6.8,2.5,2.1
5646,7.5,2.8,2.1
5647,6.0,3.3,3.2
5651,4.6,2.9,1.3
5652,4.8,2.8,2.0
5653,3.2,2.7,3.1
5654,3.9,2.2,2.5
5655,2.4,3.1,3.6
5656,-99997.0,-99997.0,-99997.0
5657,4.9,3.3,3.5
5658,4.7,2.6,3.1
5661,5.6,2.5,5.5
5662,3.6,1.8,3.9
5663,4.9,2.1,5.1
5664,3.9,0.9,5.5
5665,4.2,1.4,6.8
5666,3.3,0.9,6.2
5667,2.4,1.4,5.4
5671,5.7,6.6,5.0
5672,4.6,6.0,4.3
5673,5.6,7.0,6.0
5674,6.3,6.5,5.8
5681,5.0,3.4,3.0
5682,4.9,4.0,2.1
5683,3.7,3.6,1.7
5684,4.6,4.9,1.0
5685,5.9,5.4,1.7
5688,10.7,1.5,6.5
5689,10.5,2.1,7.5
5691,6.8,4.0,4.7
5692,8.7,4.6,5.9
5694,8.2,5.8,6.2
5701,1.1,1.2,1.1
5702,2.3,1.6,2.3
5703,2.6,2.7,2.5
5704,5.0,5.0,5.0
5705,1.7,1.5,1.7
5706,3.5,3.2,3.5
5707,1.7,1.5,1.7
5708,3.9,3.9,4.2
5709,4.1,4.1,4.1
5711,11.6,3.3,12.7
5712,14.3,6.0,13.6
5715,8.0,5.3,8.0
5721,8.2,1.8,12.7
5724,6.2,3.4,11.0
5725,11.2,4.4,15.2
5731,4.8,5.1,6.3
5735,4.5,4.4,4.5
5737,8.0,8.0,3.1
5738,10.7,9.3,1.1
5741,7.4,6.5,5.1
5751,1.9,1.2,10.8
5752,4.1,3.0,11.1
5753,1.4,2.0,11.0
5754,2.8,2.2,12.0
5756,3.6,4.0,9.3
5757,5.0,5.8,15.5
5758,9.6,11.7,11.0
5759,5.9,11.8,10.0
5761,7.3,6.8,7.4
5763,6.9,5.9,10.4
5764,12.1,11.3,12.6
5766,6.8,7.0,14.0
5768,7.8,10.0,8.1
5801,3.3,1.3,1.1
5802,3.0,2.0,2.0
5803,1.6,1.9,2.1
5804,2.4,1.2,1.7
5807,3.8,3.8,3.9
5808,6.0,5.9,6.0
5809,4.7,2.9,2.8
5811,8.5,5.2,7.3
5812,5.8,3.8,3.4
5813,9.4,8.1,8.0
5814,8.5,6.6,6.4
5815,5.5,3.8,3.7
5816,9.4,8.7,9.3
5817,3.6,4.9,5.7
5821,4.4,5.6,9.9
5823,5.4,6.7,7.5
5824,4.9,5.0,7.1
5825,1.4,1.5,6.7
5826,5.8,6.5,11.1
5827,7.0,7.4,12.6
5831,10.6,8.3,11.4
5835,11.3,5.3,8.3
5836,8.5,9.0,13.3
5841,7.0,8.5,13.7
5843,7.1,7.8,12.3
5844,3.7,5.3,10.5
5845,6.7,9.1,14.1
5846,5.4,10.3,12.9
5851,4.0,8.8,15.4
5853,7.0,11.7,18.6
5854,1.7,9.5,13.0
5855,7.3,12.4,12.7
5856,11.8,15.2,15.6
5861,8.1,8.1,8.3
5862,6.5,7.0,7.1
5863,10.5,9.2,10.6
5864,9.2,7.0,9.3
5865,11.1,4.7,11.3
5866,12.7,4.7,12.9
5871,14.1,6.7,14.8
5872,13.0,5.8,13.8
5911,1.9,0.6,0.5
5912,3.6,1.7,1.4
5913,2.2,1.3,1.7
5914,1.2,1.8,1.5
5915,3.6,2.2,2.5
5916,1.2,3.0,3.1
5921,4.4,2.5,2.2
5922,4.8,2.9,2.6
5923,5.1,3.2,2.9
5924,5.8,3.9,3.6
5925,6.0,4.1,3.8
5926,5.1,4.2,4.0
5927,4.3,5.2,4.9
5928,5.6,3.5,3.4
5931,6.1,1.8,3.9
5932,7.2,1.6,5.2
5935,7.5,0.7,5.2
5941,4.5,5.8,5.3
5943,8.3,8.3,9.1
5944,12.0,8.2,12.8
5951,10.5,3.2,8.2
5953,10.8,7.1,10.1
5954,10.6,8.0,9.7
5961,9.7,1.2,11.5
5962,11.9,1.0,12.9
5963,7.7,2.1,12.4
5964,9.6,2.5,10.1
5966,7.7,5.8,11.6
5971,6.7,7.7,7.4
5973,10.6,5.5,11.3
5975,4.5,5.7,11.3
5976,4.4,6.4,12.7
5977,3.7,10.0,10.7
5981,1.2,2.3,0.9
5984,4.8,5.3,4.2
5985,5.6,7.9,6.0
5986,2.8,5.2,3.3
5987,1.8,2.9,2.0
5988,2.6,1.0,1.9
5991,5.7,2.8,7.9
5993,1.8,6.7,6.9
5995,7.6,5.1,7.1
6001,22.1,0.8,0.8
6002,23.0,2.6,2.5
6003,21.2,2.2,2.2
6004,21.4,1.9,2.4
6005,22.5,3.5,3.9
6006,23.9,2.3,2.2
6011,18.2,7.8,8.6
6012,17.1,6.8,10.8
6013,14.6,4.5,12.1
6014,13.0,2.2,14.3
6015,14.4,3.5,14.5
6017,11.3,0.6,13.6
6019,8.5,3.3,11.5
6021,21.4,10.6,11.0
6023,23.8,12.0,11.9
6024,25.4,11.0,10.6
6026,17.9,5.2,9.9
6027,19.2,7.6,11.5
6028,19.1,10.0,11.0
6029,13.5,1.0,11.8
6031,18.0,3.1,6.1
6034,15.8,0.9,7.6
6035,14.6,4.2,9.4
6037,16.5,8.1,10.4
6039,21.9,7.7,8.0
6041,11.8,1.0,1.1
6042,12.0,2.5,2.3
6043,11.2,2.2,2.0
6044,10.2,2.1,2.1
6045,9.6,2.0,2.1
6049,10.5,2.8,2.8
6051,5.3,1.1,9.9
6061,2.3,4.2,9.3
6063,3.8,6.4,11.0
6065,5.6,5.2,8.9
6067,7.1,4.5,6.0
6071,15.1,6.4,6.5
6074,7.7,3.0,4.7
6075,7.2,6.3,7.8
6077,5.6,1.2,6.3
6081,12.6,2.4,8.2
6082,12.3,4.0,9.0
6083,11.5,2.6,9.4
6085,15.3,4.8,5.3
6086,8.7,4.6,8.9
6088,9.1,2.5,9.3
6089,7.0,6.9,7.8
6091,15.6,6.1,11.8
6092,14.9,6.4,12.7
6093,11.9,3.5,11.3
6095,15.0,6.2,9.4
6096,12.6,5.3,11.5
6097,11.2,5.5,8.9
6099,12.8,6.4,6.8
6101,1.7,1.1,12.7
6102,2.2,2.8,12.0
6104,9.0,9.7,16.0
6105,6.9,8.1,13.8
6107,7.8,0.7,14.3
6109,6.0,2.8,16.3
6111,1.7,3.2,11.7
6112,1.8,3.3,11.3
6114,5.6,5.4,8.1
6116,7.6,5.9,11.8
6118,2.5,5.2,4.5
6121,5.7,6.7,6.2
6122,5.5,7.7,7.2
6123,5.5,7.9,7.5
6124,8.0,9.0,8.5
6125,7.8,7.9,8.4
6127,8.4,9.3,9.0
6129,5.6,4.1,6.9
6131,2.2,0.9,0.6
6132,4.0,2.5,2.1
6133,2.4,1.8,1.6
6134,1.4,2.2,1.6
6135,2.0,2.4,1.9
6136,1.9,1.7,0.9
6137,3.4,2.5,1.6
6141,2.8,3.4,2.9
6142,2.3,4.2,3.5
6143,4.1,5.0,4.5
6151,4.6,3.6,3.6
6153,5.1,4.0,3.9
6155,6.5,6.2,6.3
6161,4.3,4.3,4.8
6162,3.2,4.2,3.6
6163,2.6,4.7,3.9
6164,5.6,3.9,6.0
6165,4.7,4.2,5.1
6166,3.5,4.5,3.9
6167,4.4,5.5,5.7
6171,7.8,1.2,9.1
6174,6.4,5.2,6.8
6176,7.5,4.1,7.9
6181,9.7,1.3,10.3
6191,7.7,1.4,8.1
6199,-99997.0,-99997.0,-99997.0
6211,6.3,0.7,0.6
6212,5.9,1.3,1.6
6213,7.5,2.3,2.5
6214,6.7,1.4,1.3
6215,8.8,3.5,3.4
6216,8.0,2.6,2.4
6217,7.8,2.1,1.9
6218,9.2,3.5,3.2
6219,7.6,2.1,1.1
6221,5.0,0.6,0.7
6222,7.4,2.8,2.5
6223,10.4,6.3,5.8
6224,5.8,1.3,1.4
6225,7.3,3.5,3.6
6226,6.0,2.1,2.2
6227,4.8,2.6,2.8
6228,3.6,3.2,3.6
6229,3.0,2.0,2.4
6231,6.2,6.0,5.9
6235,6.7,5.0,7.1
6237,10.7,3.0,10.3
6241,8.0,6.6,6.7
6243,10.9,3.6,10.2
6245,3.3,7.7,8.1
6247,3.1,5.4,5.8
6251,5.8,7.6,8.0
6252,5.7,7.5,7.9
6255,10.7,9.9,12.2
6261,8.7,10.4,11.2
6262,8.8,9.0,9.8
6265,6.4,8.4,8.8
6267,6.2,5.4,5.7
6268,6.5,4.5,4.7
6269,4.9,5.1,5.8
6271,7.8,2.3,9.2
6273,5.9,3.2,7.3
6274,8.0,6.3,9.1
6276,12.5,7.3,13.7
6277,12.2,8.4,13.2
6278,10.7,6.7,11.9
6281,11.1,5.8,12.7
6285,13.9,7.7,15.3
6286,8.7,4.8,10.6
6287,7.1,4.4,8.6
6289,7.1,3.0,8.2
6291,13.5,1.5,16.3
6294,10.7,4.2,13.5
6295,11.1,2.6,14.0
6301,1.3,1.4,1.6
6305,2.8,3.4,4.1
6307,4.1,3.8,5.5
6311,5.1,4.8,5.4
6312,5.1,4.7,5.5
6321,5.5,1.2,6.8
6325,3.3,2.9,3.2
6333,5.1,4.8,5.4
6336,4.0,3.8,4.1
6341,4.0,3.5,4.0
6342,3.7,3.2,3.8
6343,4.8,4.2,4.9
6351,6.7,9.4,10.2
6353,6.1,6.9,9.2
6361,6.7,3.8,7.8
6363,6.3,3.4,6.9
6365,8.3,5.3,8.1
6367,4.0,4.4,4.3
6369,4.0,7.0,7.5
6371,2.6,3.5,3.4
6372,1.4,3.5,3.3
6373,3.3,4.8,4.7
6374,4.9,6.5,6.3
6411,1.3,0.8,0.8
6412,2.1,1.2,2.0
6413,3.8,3.3,4.5
6414,4.8,3.8,4.7
6415,2.8,1.7,1.6
6416,2.3,1.9,1.7
6417,2.3,1.4,1.7
6418,1.8,3.2,3.4
6419,2.7,2.2,2.1
6421,5.2,3.3,5.9
6422,2.6,5.7,6.1
6431,5.0,2.0,6.6
6432,5.5,1.1,7.0
6433,3.8,1.3,5.3
6436,6.8,3.3,8.1
6438,8.0,4.6,7.2
6439,7.1,5.7,5.6
6441,8.4,6.2,8.2
6442,9.0,7.0,8.4
6443,7.6,5.8,7.2
6444,7.2,4.9,7.5
6445,6.5,5.1,6.1
6446,5.9,3.4,7.3
6447,8.6,5.6,8.0
6451,11.3,8.7,10.8
6454,9.9,8.4,8.3
6456,9.5,7.2,7.9
6461,1.9,1.2,0.9
6462,3.1,1.7,2.0
6463,2.0,2.0,1.3
6464,2.9,3.1,2.3
6465,2.6,3.3,4.0
6466,1.8,2.9,2.8
6467,1.9,3.4,3.0
6468,1.7,2.6,2.0
6469,2.5,4.6,3.9
6471,3.4,4.7,3.9
6511,2.4,0.5,0.4
6512,2.9,0.7,0.6
6515,2.0,4.9,4.9
6521,3.6,0.9,0.5
6522,3.6,1.2,0.9
6523,3.6,1.9,1.1
6524,3.5,1.1,0.6
6525,4.8,1.5,1.6
6531,3.8,1.5,1.1
6532,4.2,2.5,2.1
6533,5.5,2.1,2.2
6534,6.3,3.8,3.8
6535,6.8,3.8,4.0
6536,6.3,5.4,5.5
6537,4.6,6.0,5.8
6538,4.7,5.6,5.3
6541,1.4,1.6,1.4
6542,2.3,1.6,1.5
6543,3.1,2.7,2.5
6544,4.4,4.0,3.9
6545,4.9,5.9,5.5
6546,5.2,6.3,5.6
6551,2.8,4.2,3.4
6561,4.9,1.3,7.6
6562,6.7,2.7,8.0
6564,3.6,1.0,2.8
6566,13.6,14.5,15.4
6571,1.4,1.7,3.3
6572,1.0,1.8,3.5
6573,2.0,2.9,4.4
6574,2.9,2.6,2.3
6575,4.3,5.1,5.9
6576,5.4,5.8,6.0
6577,6.3,7.2,7.7
6578,8.2,9.1,10.2
6579,10.8,11.8,12.2
6581,9.1,1.3,6.0
6582,9.8,1.3,7.8
6584,9.2,3.1,5.5
6585,9.9,3.3,3.5
6586,11.0,4.4,4.5
6587,12.3,3.2,3.3
6591,11.8,1.3,8.9
6595,13.5,1.8,9.5
6596,12.3,3.7,6.4
6598,8.8,4.0,11.0
6599,16.3,4.4,11.9
6601,2.9,1.6,2.3
6602,2.5,1.0,1.4
6603,2.4,2.6,1.9
6604,2.3,2.3,2.9
6605,3.6,2.2,1.8
6606,6.8,4.8,5.8
6611,8.3,4.8,7.4
6612,6.0,2.9,4.4
6613,5.9,4.1,4.0
6615,5.3,2.6,4.9
6616,6.7,0.7,6.5
6617,9.1,3.1,9.0
6621,5.6,8.4,14.1
6624,10.3,11.8,11.9
6626,7.6,9.0,10.9
6627,8.3,7.6,8.7
6628,7.9,6.5,12.0
6629,10.5,7.5,10.7
6631,11.0,7.0,13.0
6634,11.1,4.3,10.8
6641,6.1,7.2,1.1
6642,6.5,7.0,2.2
6644,8.1,8.3,3.6
6645,10.7,7.3,6.0
6651,9.6,7.0,13.2
6652,9.8,7.3,13.2
6653,13.4,8.0,9.0
6654,11.8,7.6,11.0
6655,8.8,6.2,14.2
6657,5.7,3.0,13.3
6658,2.9,0.8,10.5
6659,1.2,3.6,11.1
6661,5.1,9.2,5.7
6662,4.3,9.2,6.4
6663,4.3,3.4,3.6
6665,7.0,4.8,6.9
6666,11.5,0.7,7.8
6668,9.8,3.7,4.7
6669,10.9,10.3,10.8
6671,11.7,6.4,7.5
6672,11.6,6.1,6.5
6673,9.5,8.5,10.8
6674,8.8,7.9,10.3
6675,6.4,7.4,9.9
6676,9.0,5.0,10.7
6677,3.8,9.2,8.6
6678,1.2,6.5,5.9
6681,5.4,7.4,1.2
6684,3.0,5.9,2.2
6685,7.6,6.8,2.9
