zipcode,near_ATTRAC,near_museum,near_Performing_arts
8466,5.6,3.1,2.6
8467,9.0,7.5,8.4
8468,9.0,6.0,5.6
8469,7.6,4.7,4.2
8471,1.3,1.2,12.7
8472,2.3,0.9,12.3
8474,5.0,3.6,13.8
8475,8.4,7.0,14.8
8476,5.6,5.0,11.6
8477,4.3,4.6,8.3
8478,1.9,2.9,14.0
8479,3.7,4.6,15.7
8481,7.8,8.2,18.8
8482,9.0,11.5,17.2
8483,9.7,11.5,17.7
8484,11.2,12.3,18.0
8485,9.2,10.3,18.8
8486,5.7,6.9,14.9
8487,4.4,5.0,11.7
8488,3.7,3.6,9.7
8489,6.2,11.3,14.2
8491,15.5,7.1,12.3
8493,11.6,9.8,17.2
8494,16.4,7.0,13.1
8495,16.8,9.7,13.3
8497,20.1,12.9,15.1
8501,2.2,1.0,9.9
8502,3.6,1.9,10.2
8503,1.9,2.3,11.7
8505,4.6,2.8,11.7
8506,4.2,2.1,7.5
8507,8.1,3.4,10.3
8508,13.2,9.1,13.6
8511,8.3,6.5,14.9
8512,4.2,2.9,12.2
8513,5.2,0.3,9.5
8514,6.3,1.3,10.5
8515,7.4,2.5,11.5
8516,9.1,7.2,18.3
8517,2.8,3.5,11.9
8521,6.5,7.1,15.7
8522,11.5,3.4,16.9
8523,8.5,7.6,17.1
8524,10.4,9.6,15.6
8525,8.4,9.1,12.4
8526,8.0,8.8,11.3
8527,7.9,7.9,15.0
8528,9.6,10.3,13.4
8529,10.9,9.1,9.7
8531,14.8,1.1,16.6
8532,16.2,2.1,18.0
8534,13.8,2.6,18.4
8535,11.9,4.9,19.5
8536,15.0,5.9,18.0
8537,15.2,7.7,16.2
8538,12.7,7.2,18.6
8539,13.8,9.3,14.7
8541,6.5,4.7,12.8
8542,8.0,6.1,14.2
8551,13.1,10.8,11.9
8552,11.4,10.4,10.2
8553,14.6,11.8,13.4
8554,14.5,10.0,13.3
8556,13.8,0.4,19.7
8561,18.9,5.0,18.7
8563,16.4,2.5,20.9
8564,19.7,5.8,20.6
8565,18.5,4.6,22.6
8566,21.1,7.2,24.6
8567,23.8,9.9,25.4
8571,20.9,7.8,19.7
8572,26.4,12.4,25.0
8573,28.8,14.6,26.6
8574,29.3,13.7,25.2
8581,20.9,11.1,19.7
8582,23.7,11.5,22.5
8583,25.3,12.2,23.4
8584,28.8,12.4,23.9
8601,2.4,0.7,0.8
8602,3.0,1.4,1.4
8603,2.5,1.3,1.5
8604,2.9,2.2,2.6
8605,2.1,0.9,1.4
8606,1.2,0.9,1.3
8607,2.6,2.1,1.9
8608,3.0,1.8,1.7
8611,16.8,15.1,15.3
8612,16.2,13.8,14.2
8613,16.2,13.9,14.3
8614,13.8,11.6,11.9
8615,13.1,7.4,11.2
8616,11.9,8.5,9.9
8617,10.0,7.8,8.1
8618,7.1,4.8,5.1
8621,11.1,10.0,9.9
8622,7.8,6.8,6.6
8623,5.7,4.6,4.5
8624,4.3,5.3,5.8
8625,2.9,3.9,4.4
8626,3.3,3.7,4.1
8627,6.4,6.6,7.0
8628,5.4,4.5,5.0
8629,5.2,4.0,4.5
8631,4.9,3.8,4.0
8632,7.0,5.2,5.2
8633,4.1,2.4,2.3
8635,9.2,8.1,8.6
8636,13.5,7.4,12.8
8637,12.0,8.9,11.3
8641,9.7,5.9,9.0
8642,7.9,6.7,7.2
8644,9.1,7.9,8.4
8647,7.4,6.8,7.3
8651,5.8,4.0,4.1
8658,14.6,8.8,12.7
8701,12.3,0.8,10.3
8702,12.4,1.5,10.6
8711,23.8,0.9,10.7
8713,29.5,0.5,16.1
8715,36.7,10.8,26.1
8721,33.0,8.8,24.2
8722,34.2,6.2,21.1
8723,30.8,7.2,18.2
8724,27.3,5.8,15.7
8731,12.3,0.7,11.6
8732,11.1,2.6,10.5
8733,11.7,3.5,11.1
8734,12.9,3.0,11.2
8735,10.8,4.9,10.1
8736,9.6,7.9,8.8
8737,10.3,5.3,8.4
8741,11.2,4.5,9.3
8742,14.2,4.6,12.7
8743,14.7,2.8,12.2
8744,16.3,4.4,8.5
8745,17.2,5.2,7.9
8746,17.8,6.8,5.8
8747,17.8,8.3,4.2
8748,14.1,7.0,7.4
8749,14.9,8.6,8.6
8751,15.7,6.4,7.5
8752,21.6,0.1,8.5
8753,19.4,5.4,3.9
8754,20.9,8.8,0.8
8755,20.3,8.3,2.3
8756,22.6,8.2,2.7
8757,24.7,6.0,5.1
8758,19.0,6.8,4.6
8759,16.7,4.7,5.9
8761,22.1,3.7,8.0
8762,19.2,7.5,10.9
8763,18.4,5.5,9.2
8764,16.8,6.3,10.3
8765,15.4,3.9,11.2
8766,-99997.0,-99997.0,-99997.0
8771,8.4,4.2,6.5
8772,6.0,4.2,4.2
8773,6.5,4.8,4.7
8774,11.2,6.6,9.3
8775,23.4,3.9,13.2
8801,1.9,0.9,1.0
8802,1.8,1.7,1.7
8804,5.7,5.0,5.1
8805,5.8,5.2,5.2
8806,9.0,7.0,8.3
8807,5.0,3.5,3.7
8808,3.0,2.8,2.8
8809,4.5,4.3,4.3
8811,5.9,6.5,6.5
8812,3.8,4.9,5.0
8813,2.2,3.2,3.2
8814,4.3,4.7,4.7
8816,5.9,7.0,7.0
8821,12.7,4.8,12.3
8822,11.1,7.9,10.3
8823,9.4,5.8,8.8
8831,9.2,6.9,8.6
8832,10.1,8.9,10.8
8833,10.8,9.4,11.6
8834,11.7,9.0,11.1
8835,11.6,8.4,11.0
8841,8.6,8.0,8.0
8842,6.6,6.0,6.0
8843,9.3,4.7,8.7
8844,12.7,5.1,12.0
8845,11.1,3.7,10.5
8851,4.8,6.6,6.6
8852,6.6,8.8,8.8
8853,3.7,5.4,5.4
8854,2.4,7.4,7.4
8855,0.9,7.1,7.1
8856,2.0,6.9,8.4
8857,4.5,5.5,7.7
8861,8.5,0.8,9.1
8862,9.4,2.3,9.3
8871,6.7,4.0,5.4
8872,6.4,3.0,7.1
8881,40.3,0.9,19.5
8882,43.2,4.0,22.4
8883,44.1,3.6,23.3
8884,44.5,3.1,23.7
8885,44.5,3.5,23.8
8891,45.5,2.2,24.8
8892,45.7,2.5,25.0
8893,46.4,1.2,25.6
8894,47.3,0.6,26.5
8895,48.5,1.1,27.7
8896,49.6,2.2,28.8
8897,52.2,4.8,31.4
8899,41.3,0.7,0.6
8911,1.4,0.4,0.8
8912,0.7,1.6,1.7
8913,1.1,0.9,1.0
8914,1.3,1.4,1.5
8915,2.4,2.2,2.3
8916,1.7,1.1,1.2
8917,1.9,1.0,1.2
8918,2.9,1.9,2.3
8919,3.4,2.4,2.8
8921,2.4,1.3,1.8
8922,2.6,1.2,1.9
8923,3.6,2.2,2.9
8924,3.4,2.2,2.7
8925,4.9,3.9,4.4
8926,5.2,4.0,4.6
8927,4.4,3.5,4.2
8931,2.0,2.2,2.6
8932,1.7,1.3,1.6
8933,2.0,1.3,1.6
8934,2.2,1.6,2.0
8935,3.5,3.0,3.3
8936,3.2,2.6,3.0
8937,2.8,2.1,2.4
8938,5.3,4.8,5.1
8939,5.8,5.3,5.6
8941,5.1,4.7,5.0
9001,14.8,0.9,14.8
9003,10.5,9.4,12.1
9004,11.5,10.8,12.1
9005,8.6,8.1,8.4
9006,10.2,7.0,10.0
9007,10.9,5.0,10.8
9008,11.6,6.8,11.4
9009,13.9,6.0,13.8
9011,11.8,3.8,12.6
9012,12.2,6.9,12.0
9013,10.3,7.2,10.2
9014,8.8,8.2,8.8
9021,12.1,9.5,11.5
9022,12.7,11.8,13.7
9023,10.4,11.1,11.3
9024,9.1,9.7,10.0
9025,8.1,9.0,9.1
9026,6.8,7.7,7.8
9027,7.9,8.8,8.9
9031,5.5,6.4,6.5
9032,6.0,6.9,7.0
9033,4.8,5.7,5.8
9034,5.0,5.0,5.1
9035,7.3,7.9,7.9
9036,9.0,9.7,9.8
9037,6.3,7.4,7.4
9038,7.4,7.4,7.5
9041,10.6,11.1,11.1
9043,10.9,12.2,12.1
9044,9.4,9.4,9.5
9045,8.6,8.5,8.6
9047,8.4,10.2,10.2
9051,8.3,7.6,7.7
9053,10.7,10.0,10.0
9054,11.9,10.0,11.3
9055,7.3,6.6,6.7
9056,6.1,5.4,5.5
9057,5.0,4.3,4.4
9061,5.4,8.2,10.1
9062,6.3,7.0,11.6
9063,6.9,7.0,12.4
9064,7.8,5.2,13.1
9067,8.1,5.4,13.5
9071,12.8,12.1,12.2
9072,15.7,17.0,17.1
9073,16.2,7.6,15.6
9074,14.2,8.1,13.6
9075,10.0,13.2,13.2
9076,14.7,15.0,15.1
9077,12.8,12.1,12.2
9078,15.4,13.4,14.8
9079,11.5,13.4,13.4
9081,4.8,3.4,4.1
9082,7.8,6.7,7.1
9083,4.7,3.2,3.9
9084,4.2,3.7,4.1
9085,4.9,4.4,4.7
9086,5.6,5.1,5.4
9087,7.3,6.9,7.2
9088,7.5,7.0,7.3
9089,8.6,8.0,8.4
9091,11.1,5.7,10.5
9101,1.7,1.1,9.3
9102,2.4,1.2,8.5
9103,1.2,1.7,10.7
9104,4.7,4.7,14.0
9105,6.7,5.9,15.2
9106,4.5,3.9,12.6
9107,7.6,4.3,15.4
9108,3.3,3.3,16.1
9109,2.0,2.0,16.5
9111,10.2,0.4,16.0
9112,10.2,0.7,15.3
9113,4.5,5.3,13.5
9114,4.9,5.9,13.9
9121,3.4,2.3,8.0
9122,5.6,4.4,5.0
9123,7.4,6.7,4.1
9124,7.5,7.7,5.7
9125,4.0,4.1,9.0
9131,7.7,7.9,8.1
9132,10.8,10.4,11.0
9133,9.1,5.6,7.6
9134,9.7,4.1,4.4
9135,8.7,5.4,4.9
9136,9.8,1.0,3.6
9137,9.1,4.2,1.5
9138,7.1,5.8,3.4
9141,11.5,5.6,3.8
9142,10.2,0.5,3.1
9143,11.2,3.0,1.3
9144,7.5,6.3,6.1
9145,9.0,7.8,7.3
9146,6.7,5.6,7.2
9147,7.0,5.8,8.6
9148,5.2,4.3,10.2
9151,9.7,8.8,12.3
9152,8.1,7.1,12.3
9153,7.1,6.2,11.2
9154,6.0,5.0,11.6
9155,5.5,4.6,12.9
9156,4.1,3.2,11.5
9161,3.8,0.4,37.1
9162,0.5,3.7,33.5
9163,6.2,0.9,27.9
9164,8.0,0.4,29.5
9166,17.1,24.5,27.2
9171,12.6,7.6,15.6
9172,14.2,7.3,18.0
9173,12.4,5.9,18.6
9174,10.4,3.7,17.7
9175,9.2,4.7,16.6
9176,7.5,6.3,14.8
9177,11.1,1.9,17.5
9178,12.8,3.0,17.9
9201,6.0,1.5,1.1
9202,4.2,1.9,1.9
9203,5.3,1.1,0.8
9204,7.2,2.6,2.5
9205,8.3,4.2,4.1
9206,8.0,3.1,2.2
9207,7.1,2.7,2.1
9211,7.5,4.9,4.5
9212,9.5,5.5,5.3
9213,10.1,5.1,5.0
9214,11.2,6.2,6.0
9215,15.3,10.5,10.4
9216,10.6,4.4,8.6
9217,7.9,6.8,6.4
9218,8.9,5.0,4.2
9219,5.6,8.1,7.7
9221,9.0,4.4,5.7
9222,6.8,6.1,6.1
9223,9.3,5.3,7.6
9231,13.1,4.8,12.0
9233,10.4,4.1,8.6
9241,9.1,12.1,11.6
9243,10.8,12.6,13.9
9244,8.2,7.4,6.8
9245,13.0,9.7,9.6
9246,5.9,5.7,5.2
9247,3.6,6.9,6.7
9248,8.9,11.7,11.6
9249,6.7,9.0,8.9
9251,1.6,1.7,14.5
9254,4.5,5.2,11.6
9255,3.2,7.2,9.9
9256,3.4,7.9,10.4
9257,4.1,3.1,15.8
9258,8.7,6.2,15.0
9261,5.6,5.2,10.8
9262,3.4,5.2,11.8
9263,5.1,6.3,12.4
9264,9.6,3.2,13.3
9265,6.9,7.7,13.7
9269,2.5,2.5,16.2
9271,4.2,4.2,18.5
9281,12.1,1.9,11.2
9283,15.5,6.1,15.1
9284,14.7,5.5,15.4
9285,12.3,1.2,19.6
9286,9.7,4.4,16.9
9287,6.6,6.4,19.5
9288,11.1,5.2,14.7
9289,10.9,2.9,12.3
9291,12.3,4.4,17.3
9292,14.4,4.8,19.5
9293,15.7,9.5,16.2
9294,9.7,4.6,15.6
9295,7.0,6.7,13.3
9296,8.3,5.4,15.5
9297,8.2,3.1,17.6
9298,6.7,5.0,17.4
9299,5.9,5.9,20.0
9301,4.9,1.4,1.4
9302,5.2,2.6,2.6
9304,8.4,2.9,3.2
9305,7.4,2.7,2.8
9306,8.2,3.0,3.1
9307,8.8,4.8,4.9
9311,4.8,3.1,3.1
9312,1.6,1.0,4.1
9313,4.0,2.5,2.6
9314,6.0,3.3,3.2
9315,7.9,5.4,5.2
9321,9.0,5.1,5.3
9331,12.3,7.6,9.0
9333,10.5,5.3,5.4
9334,9.1,9.8,10.2
9335,9.4,6.5,10.7
9336,6.4,7.4,7.9
9337,12.5,5.7,10.7
9341,13.1,3.2,13.8
9342,12.3,5.5,8.6
9343,11.9,7.9,11.2
9351,2.4,1.6,6.1
9354,7.2,6.3,7.5
9355,3.7,3.6,8.4
9356,3.4,2.7,7.2
9359,7.3,6.9,11.5
9361,6.4,5.8,10.3
9362,7.0,6.5,11.0
9363,10.8,10.4,13.9
9364,8.0,7.5,11.9
9365,6.2,5.6,10.0
9366,8.4,7.5,9.9
9367,11.2,11.6,12.8
9401,0.7,0.7,0.8
9402,1.0,1.8,1.6
9403,3.4,3.8,4.0
9404,2.0,1.7,2.1
9405,1.4,3.3,3.1
9406,1.2,2.4,1.9
9407,2.1,3.6,3.7
9408,3.1,4.9,4.3
9409,4.5,4.5,4.8
9411,11.6,7.7,16.0
9412,12.3,7.7,14.8
9413,12.2,8.3,16.8
9414,7.4,3.0,9.2
9415,11.9,7.1,13.9
9416,9.9,10.3,16.9
9417,12.4,12.2,11.4
9418,12.4,9.4,12.0
9419,11.8,10.8,10.8
9421,4.7,7.2,7.0
9422,7.9,9.9,11.0
9423,8.1,8.8,17.0
9431,4.4,1.0,18.3
9432,3.7,2.9,17.6
9433,7.6,4.3,15.3
9434,4.6,1.8,17.0
9435,7.7,5.0,15.6
9436,9.0,7.2,14.2
9437,7.6,5.5,15.6
9438,6.6,4.3,14.7
9439,4.1,7.0,12.4
9441,1.5,4.6,14.2
9442,5.3,4.8,15.9
9443,8.6,7.0,15.8
9444,5.4,8.0,12.0
9445,4.3,7.1,11.0
9446,6.2,3.6,7.8
9447,4.7,7.4,12.8
9448,1.8,8.5,9.3
9449,1.3,8.7,9.1
9451,3.2,6.9,7.3
9452,4.1,6.3,6.7
9453,4.6,6.4,7.3
9454,6.1,4.7,6.4
9455,6.5,4.9,6.9
9456,5.3,5.2,5.5
9457,4.4,4.4,4.7
9458,5.2,5.3,5.7
9459,6.6,6.7,7.0
9461,6.2,9.8,14.8
9462,2.4,6.0,12.1
9463,9.7,10.7,14.6
9464,11.0,11.7,12.5
9465,6.8,10.1,10.5
9466,8.8,9.1,9.7
9467,7.8,8.0,12.6
9468,5.6,5.8,14.0
9469,4.3,4.6,13.4
9471,1.8,2.2,11.0
9472,2.9,3.2,12.1
9473,3.1,3.2,6.8
9474,6.0,6.2,6.9
9475,2.2,3.0,11.9
9479,3.5,4.4,12.4
9481,8.6,8.0,9.6
9482,6.2,6.5,12.0
9483,6.0,6.3,12.0
9484,8.1,8.4,9.6
9485,6.9,7.0,7.3
9486,4.3,4.9,5.1
9487,2.6,4.8,4.4
9488,5.0,7.0,6.5
9489,3.4,5.1,4.5
9491,5.5,7.3,7.3
9492,6.3,6.9,7.1
9493,9.4,4.0,12.4
9494,9.8,3.6,12.6
9495,11.7,4.6,8.0
9496,12.8,4.5,8.3
9497,11.3,5.5,10.5
9501,3.3,3.5,1.6
9502,2.3,3.2,2.1
9503,3.6,3.3,2.1
9511,10.7,10.6,10.2
9512,12.1,7.9,7.7
9514,6.5,8.6,8.0
9515,6.3,6.2,4.0
9521,4.2,3.3,4.6
9523,5.5,5.3,3.2
9524,7.6,7.4,10.1
9525,5.7,6.9,7.8
9526,4.0,4.3,10.0
9527,2.9,2.3,11.6
9528,5.7,4.1,12.4
9531,4.4,1.6,15.4
9533,1.0,3.2,12.3
9534,7.3,4.6,16.9
9535,9.4,6.6,15.9
9536,5.5,3.6,15.3
9537,6.9,5.5,15.6
9541,13.9,6.3,15.2
9545,19.0,11.6,20.6
9551,11.3,10.8,16.0
9561,2.2,1.9,6.4
9563,6.7,6.2,10.5
9564,8.0,7.2,10.3
9566,16.1,7.7,14.1
9571,5.9,10.4,12.9
9573,6.6,6.0,8.8
9574,4.4,10.5,13.3
9581,6.2,4.8,7.6
9584,7.0,7.1,9.5
9585,3.3,3.5,5.9
9591,9.3,1.4,9.9
9601,1.4,2.5,2.2
9602,2.9,2.6,1.2
9603,1.8,3.6,1.5
9605,6.8,7.0,4.8
9606,5.7,3.4,4.0
9607,4.2,0.9,3.8
9608,7.5,4.8,7.0
9609,8.9,6.8,7.0
9611,1.4,4.5,3.4
9613,5.1,6.9,6.9
9614,6.5,7.5,7.9
9615,4.3,3.1,4.2
9616,7.4,5.0,7.2
9617,9.0,7.0,9.2
9618,10.7,6.0,10.8
9619,5.0,3.7,5.9
9621,8.0,1.4,9.0
9622,6.0,7.7,7.7
9623,9.2,7.7,10.9
9624,11.5,6.9,13.3
9625,14.8,8.1,13.5
9626,10.1,2.3,11.1
9627,11.0,4.2,13.0
9628,8.9,6.6,14.0
9629,12.5,5.8,10.7
9631,7.4,4.4,4.4
9632,4.5,6.6,5.4
9633,5.2,6.5,5.5
9635,7.6,5.7,11.0
9636,6.9,7.2,7.3
9641,11.3,0.9,0.8
9642,11.5,2.1,2.2
9644,14.7,4.1,4.1
9645,11.0,1.3,1.2
9646,11.1,1.4,1.5
9648,12.5,3.8,3.8
9649,8.9,3.6,3.6
9651,12.8,5.9,5.9
9654,10.6,8.7,8.7
9655,7.0,7.2,8.8
9656,7.7,7.8,9.7
9657,8.7,8.9,10.8
9658,11.6,10.3,10.4
9659,13.3,7.9,8.0
9661,10.6,3.7,9.5
9663,13.4,8.2,8.2
9665,15.6,7.1,6.1
9671,11.6,2.5,0.7
9672,12.5,3.8,1.8
9673,12.5,3.4,1.7
9674,10.9,1.9,1.4
9675,10.7,2.0,1.2
9677,9.4,0.5,2.2
9678,10.2,2.1,4.1
9679,6.5,3.6,5.6
9681,6.7,5.8,6.6
9682,9.8,8.3,7.8
9684,12.8,9.0,8.1
9685,14.4,7.6,5.9
9686,14.0,6.7,6.4
9687,18.9,9.7,11.3
9688,19.7,12.4,14.4
9691,21.8,8.8,14.2
9693,22.7,8.1,14.6
9695,22.4,2.0,12.3
9696,19.7,0.9,10.2
9697,17.1,7.0,6.1
9698,15.0,6.2,10.2
9699,18.0,5.7,12.3
9711,2.1,0.4,0.4
9712,2.1,0.5,0.5
9713,2.6,1.4,1.2
9714,2.4,1.7,1.1
9715,2.7,2.0,1.2
9716,3.2,2.0,1.2
9717,2.3,1.2,1.1
9718,1.4,0.7,1.5
9721,3.4,2.6,2.3
9722,4.1,2.6,2.4
9723,3.9,2.9,2.3
9724,2.5,1.0,0.5
9725,2.1,1.0,1.1
9726,0.8,0.7,1.4
9727,1.7,2.0,1.7
9728,3.1,3.2,2.0
9731,1.8,3.3,2.9
9732,2.2,4.6,4.6
9733,2.4,5.3,5.1
9734,2.6,4.7,4.6
9735,0.9,4.1,3.6
9736,1.7,5.4,4.7
9737,1.4,4.8,4.1
9738,3.1,4.0,3.2
9741,3.5,2.1,1.6
9742,3.2,2.3,2.2
9743,3.2,3.0,3.2
9744,3.8,4.8,4.9
9745,4.2,4.3,4.6
9746,5.3,4.7,5.0
9747,5.1,4.4,4.2
9749,7.7,8.9,8.9
9751,7.3,5.8,5.7
9752,7.3,5.6,6.0
9753,8.7,7.3,7.0
9755,7.5,8.0,8.8
9756,6.5,5.5,9.7
9761,10.2,0.8,9.3
9765,8.9,1.5,7.9
9766,5.5,5.5,4.5
9771,9.8,9.3,10.3
9773,11.2,10.5,11.6
9774,7.8,7.2,8.3
9781,7.9,10.7,9.9
9784,5.0,7.4,6.6
9785,3.2,6.2,5.4
9791,10.0,11.8,11.7
9792,13.1,9.9,14.7
9793,15.0,7.9,13.2
9794,13.6,11.3,15.3
9795,11.5,10.7,13.2
9796,11.3,13.5,13.1
9797,8.2,10.0,9.9
9798,5.5,7.3,7.3
9801,11.9,5.4,12.8
9804,14.2,6.8,14.2
9805,11.0,6.2,13.5
9811,8.3,7.3,11.3
9812,8.3,7.3,11.4
9821,9.6,6.9,14.0
9822,9.6,7.5,14.1
9824,12.4,9.0,14.7
9825,9.6,7.6,13.5
9827,4.1,4.1,9.1
9828,6.3,6.3,9.1
9831,9.5,0.7,9.1
9832,8.8,4.6,9.0
9833,11.9,2.9,11.5
9841,16.9,9.3,17.2
9842,16.5,9.0,17.7
9843,15.6,7.2,20.0
9844,16.9,7.9,22.3
9845,19.3,4.8,23.9
9851,18.3,7.4,22.5
9852,15.6,7.4,19.5
9853,13.4,5.2,21.6
9861,12.9,3.7,16.9
9862,11.5,5.7,15.7
9863,14.1,5.0,17.4
9864,13.5,7.4,15.5
9865,12.1,7.8,12.0
9866,16.2,0.8,20.3
9871,17.6,4.4,20.1
9872,17.7,4.6,19.5
9873,16.9,5.0,20.1
9881,14.0,8.2,20.3
9882,14.1,8.5,20.5
9883,11.3,4.3,17.8
9884,14.0,7.5,18.9
9885,11.8,4.4,23.8
9886,8.7,1.7,17.3
9891,10.5,0.6,16.2
9892,12.5,2.7,14.0
9893,12.4,4.3,11.8
9901,17.7,0.8,5.6
9902,16.9,1.4,5.2
9903,17.6,1.1,6.4
9904,21.6,5.7,8.4
9905,19.3,5.1,5.9
9906,22.6,8.4,9.1
9907,22.6,8.5,9.2
9908,24.2,9.9,10.7
9909,24.4,10.2,11.0
9911,21.6,4.7,9.6
9912,22.5,7.1,11.9
9913,20.5,7.2,12.2
9914,21.3,9.1,14.2
9915,24.1,9.8,14.3
9917,18.1,5.4,10.5
9918,16.4,6.6,11.9
9919,18.4,9.0,14.0
9921,15.4,12.4,16.8
9922,17.7,9.8,17.8
9923,19.7,6.2,18.6
9924,19.1,5.7,19.1
9925,19.7,6.0,19.7
9931,15.9,2.5,2.6
9932,15.5,3.2,3.4
9933,15.6,1.5,2.2
9934,14.3,1.6,1.1
9936,13.0,2.2,1.4
9937,10.6,7.6,7.0
9939,11.5,7.8,10.2
9942,1.0,9.9,12.1
9943,2.1,8.8,10.9
9944,3.8,11.8,12.0
9945,6.2,10.1,9.5
9946,9.9,12.3,11.7
9947,13.0,12.5,11.8
9948,13.6,11.7,11.0
9949,12.6,10.5,9.9
9951,11.6,8.7,14.9
9953,10.2,5.5,18.8
9954,12.2,6.5,18.3
9955,10.6,4.5,19.4
9956,11.7,4.0,22.6
9957,9.2,6.2,22.1
9959,11.6,7.8,13.6
9961,6.8,5.9,19.8
9962,7.7,5.4,19.6
9963,5.2,4.2,20.5
9964,2.8,2.0,22.9
9965,1.1,1.4,25.0
9966,4.9,4.9,23.5
9967,6.0,5.2,20.5
9968,8.6,7.5,25.3
9969,11.7,6.3,24.1
9971,4.0,4.1,25.2
9972,6.0,2.4,25.6
9973,6.9,3.2,24.7
9974,8.1,0.5,24.1
9975,6.9,4.0,22.8
9976,0.7,10.8,13.6
9977,5.3,4.9,27.6
9978,5.3,5.2,28.4
9979,30.9,15.3,17.6
9981,22.9,1.4,23.5
9982,26.1,3.8,19.4
9983,26.5,7.0,16.1
9984,29.3,10.8,16.7
9985,23.9,6.0,17.1
9986,22.6,4.8,19.7
9987,24.0,6.9,16.3
9988,18.6,4.3,24.4
9989,14.6,0.8,21.1
9991,15.6,9.8,17.4
9992,16.0,9.3,17.4
9993,14.5,11.7,16.0
9994,16.9,9.0,18.9
9995,17.6,7.4,19.7
9996,20.5,4.3,21.0
9997,21.9,3.0,22.4
9998,19.1,6.6,21.2
9999,15.7,9.0,17.7
